N_unmapped	639382	639382	639382
N_multimapping	10454063	10454063	10454063
N_noFeature	2458934	27475904	2574231
N_ambiguous	2914048	24680	1880241
ENSG00000223972	0	0	0
ENSG00000227232	2	0	2
ENSG00000278267	0	0	0
ENSG00000243485	0	0	0
ENSG00000284332	0	0	0
ENSG00000237613	0	0	0
ENSG00000268020	0	0	0
ENSG00000240361	0	0	0
ENSG00000186092	0	0	0
ENSG00000238009	0	0	0
ENSG00000239945	0	0	0
ENSG00000233750	0	0	0
ENSG00000268903	5	0	5
ENSG00000269981	0	0	0
ENSG00000239906	0	0	0
ENSG00000241860	3	0	3
ENSG00000222623	0	0	0
ENSG00000241599	0	0	0
ENSG00000279928	1	1	0
ENSG00000279457	32	0	32
ENSG00000273874	0	0	0
ENSG00000228463	1	0	2
ENSG00000286448	0	1	0
ENSG00000236679	0	0	0
ENSG00000236601	0	0	0
ENSG00000237094	7	0	7
ENSG00000269732	0	0	0
ENSG00000284733	0	0	0
ENSG00000233653	0	0	0
ENSG00000250575	0	0	0
ENSG00000278757	0	0	0
ENSG00000230021	1	4	2
ENSG00000235146	0	1	0
ENSG00000225972	0	0	0
ENSG00000225630	9	1	8
ENSG00000237973	12	0	13
ENSG00000278791	0	1	0
ENSG00000229344	0	0	1
ENSG00000240409	0	0	0
ENSG00000248527	32	4	28
ENSG00000198744	0	0	0
ENSG00000268663	0	0	0
ENSG00000284662	0	0	0
ENSG00000229376	0	0	0
ENSG00000228327	6	0	6
ENSG00000223181	0	0	0
ENSG00000229905	0	0	0
ENSG00000237491	19	8	11
ENSG00000285268	0	0	0
ENSG00000230092	6	0	6
ENSG00000177757	3	3	0
ENSG00000228794	324	5	326
ENSG00000225880	10	1	13
ENSG00000288531	1	0	1
ENSG00000230368	0	0	0
ENSG00000234711	1	0	1
ENSG00000283040	0	0	0
ENSG00000272438	5	0	5
ENSG00000230699	29	0	29
ENSG00000241180	1	0	1
ENSG00000223764	13	11	2
ENSG00000187634	9	1286	7
ENSG00000188976	5879	3	7160
ENSG00000187961	2013	13	2000
ENSG00000187583	188	5	221
ENSG00000187642	2	39	1
ENSG00000272512	35	0	35
ENSG00000188290	1787	14	1773
ENSG00000187608	162	2	163
ENSG00000231702	0	3	0
ENSG00000224969	0	0	0
ENSG00000188157	7833	3	7830
ENSG00000242590	0	0	0
ENSG00000217801	98	28	77
ENSG00000273443	6	10	3
ENSG00000237330	80	3	77
ENSG00000131591	496	5	491
ENSG00000285812	3	3	0
ENSG00000223823	0	0	0
ENSG00000207730	16	0	16
ENSG00000207607	16	0	16
ENSG00000198976	8	0	8
ENSG00000272141	109	0	109
ENSG00000205231	4	5	0
ENSG00000162571	17	0	18
ENSG00000186891	2	1	1
ENSG00000186827	3	1	2
ENSG00000078808	3763	4	3759
ENSG00000176022	1712	1	1711
ENSG00000184163	11	0	11
ENSG00000260179	2	1	1
ENSG00000160087	1165	3	1162
ENSG00000230415	2	0	2
ENSG00000162572	26	1	25
ENSG00000131584	1888	222	1900
ENSG00000278073	0	0	0
ENSG00000169972	823	163	1091
ENSG00000127054	2188	294	2091
ENSG00000283712	0	0	0
ENSG00000240731	18	13	5
ENSG00000224051	924	5	919
ENSG00000169962	66	97	5
ENSG00000107404	7143	12	7167
ENSG00000284372	0	0	0
ENSG00000162576	182	182	0
ENSG00000175756	2979	18	2961
ENSG00000223663	2	0	2
ENSG00000221978	3368	2	3366
ENSG00000224870	664	162	680
ENSG00000242485	1335	79	1434
ENSG00000264293	0	0	0
ENSG00000272455	146	0	146
ENSG00000235098	0	0	0
ENSG00000225905	0	0	0
ENSG00000205116	0	0	0
ENSG00000225285	6	0	6
ENSG00000179403	3448	3	3445
ENSG00000215915	19	2	17
ENSG00000160072	1225	2	1223
ENSG00000284740	2	0	2
ENSG00000197785	1775	3	1772
ENSG00000205090	5	2	3
ENSG00000160075	2897	2	2895
ENSG00000215014	19	2	17
ENSG00000274481	0	0	0
ENSG00000228594	0	0	0
ENSG00000286989	0	0	0
ENSG00000272106	89	9	96
ENSG00000197530	3222	58	3180
ENSG00000189409	1	0	1
ENSG00000248333	513	5	508
ENSG00000272004	0	14	0
ENSG00000189339	676	7	683
ENSG00000269737	8	8	0
ENSG00000215914	0	0	0
ENSG00000008128	13	0	13
ENSG00000268575	25	0	40
ENSG00000227775	2	51	0
ENSG00000215790	83	2	115
ENSG00000008130	3274	7	3267
ENSG00000078369	6888	1	6887
ENSG00000231050	14	3	11
ENSG00000169885	8	4	4
ENSG00000178821	941	0	941
ENSG00000142609	6	5	1
ENSG00000233542	0	0	0
ENSG00000187730	0	0	0
ENSG00000226969	0	0	0
ENSG00000067606	1051	60	1629
ENSG00000271806	9	150	0
ENSG00000182873	17	10	7
ENSG00000162585	877	475	899
ENSG00000234396	0	0	0
ENSG00000157933	1479	2	1477
ENSG00000287356	20	11	12
ENSG00000116151	156	2	157
ENSG00000272161	0	0	0
ENSG00000269896	26	0	26
ENSG00000272420	1	0	1
ENSG00000157916	2425	489	2743
ENSG00000157911	915	337	1385
ENSG00000149527	70	6	64
ENSG00000224387	1	1	0
ENSG00000229393	0	0	0
ENSG00000157881	1158	0	1158
ENSG00000197921	0	0	0
ENSG00000272449	21	3	18
ENSG00000238164	6	15	9
ENSG00000157873	118	4	132
ENSG00000225931	0	0	0
ENSG00000228037	3	3	0
ENSG00000157870	934	0	1075
ENSG00000142606	0	141	0
ENSG00000237058	0	0	0
ENSG00000215912	10	0	10
ENSG00000285945	0	0	0
ENSG00000283259	0	0	0
ENSG00000233234	0	0	0
ENSG00000287396	1	0	1
ENSG00000231630	1	1	0
ENSG00000284745	0	0	0
ENSG00000169717	0	0	0
ENSG00000177133	167	1	166
ENSG00000142611	255	0	255
ENSG00000283572	1	0	1
ENSG00000226286	1	1	0
ENSG00000279839	3	0	3
ENSG00000272235	10	4	6
ENSG00000287828	8	1	7
ENSG00000286518	2	2	0
ENSG00000130762	2564	11	2553
ENSG00000272088	3	3	0
ENSG00000162591	1776	1	1775
ENSG00000207776	0	0	0
ENSG00000238260	2	1	1
ENSG00000158109	1459	4	1455
ENSG00000116213	2226	1	2225
ENSG00000078900	553	1	624
ENSG00000227589	5	5	0
ENSG00000235131	2	2	0
ENSG00000227372	2	74	0
ENSG00000276189	0	0	0
ENSG00000162592	4	4	0
ENSG00000235169	42	0	42
ENSG00000130764	1878	7	2056
ENSG00000266075	1	1	0
ENSG00000272153	9	193	1
ENSG00000116198	1202	0	1202
ENSG00000169598	564	0	564
ENSG00000198912	948	1	947
ENSG00000236423	12	0	12
ENSG00000233304	0	0	0
ENSG00000226374	0	0	0
ENSG00000284668	0	0	0
ENSG00000284703	0	0	0
ENSG00000229280	0	0	0
ENSG00000235054	0	0	0
ENSG00000284694	0	0	0
ENSG00000227169	0	0	0
ENSG00000232596	0	0	0
ENSG00000196581	0	0	0
ENSG00000287586	0	0	0
ENSG00000284739	0	0	0
ENSG00000284674	0	0	0
ENSG00000231510	0	0	0
ENSG00000284616	0	0	0
ENSG00000284692	0	0	0
ENSG00000284666	0	0	0
ENSG00000260972	0	0	0
ENSG00000283356	0	0	0
ENSG00000236948	0	0	0
ENSG00000264341	0	0	0
ENSG00000264101	0	0	0
ENSG00000131697	762	0	764
ENSG00000069424	823	10	815
ENSG00000116254	30	10	20
ENSG00000285629	3	0	3
ENSG00000116251	2309	21	2309
ENSG00000226944	8	4	9
ENSG00000158286	491	93	508
ENSG00000116237	5644	15	5860
ENSG00000225077	5	149	3
ENSG00000173673	0	0	0
ENSG00000158292	723	0	723
ENSG00000097021	3640	13	3678
ENSG00000271746	0	40	11
ENSG00000069812	387	1	386
ENSG00000187017	5	38	5
