N_unmapped	568941	568941	568941
N_multimapping	9554238	9554238	9554238
N_noFeature	2787450	19546766	2942179
N_ambiguous	2256806	21129	1602570
ENSG00000223972	2	2	0
ENSG00000227232	0	0	0
ENSG00000278267	0	0	0
ENSG00000243485	0	0	0
ENSG00000284332	0	0	0
ENSG00000237613	0	0	0
ENSG00000268020	0	0	0
ENSG00000240361	0	0	0
ENSG00000186092	0	0	0
ENSG00000238009	1	0	2
ENSG00000239945	0	0	0
ENSG00000233750	2	3	0
ENSG00000268903	6	0	6
ENSG00000269981	0	0	0
ENSG00000239906	0	0	0
ENSG00000241860	8	0	8
ENSG00000222623	0	0	0
ENSG00000241599	0	0	0
ENSG00000279928	0	0	0
ENSG00000279457	24	0	24
ENSG00000273874	0	0	0
ENSG00000228463	3	0	3
ENSG00000286448	0	0	0
ENSG00000236679	0	0	0
ENSG00000236601	0	0	0
ENSG00000237094	6	0	6
ENSG00000269732	0	0	0
ENSG00000284733	0	0	0
ENSG00000233653	0	0	0
ENSG00000250575	0	0	0
ENSG00000278757	0	0	0
ENSG00000230021	2	5	3
ENSG00000235146	0	1	0
ENSG00000225972	0	0	0
ENSG00000225630	25	1	24
ENSG00000237973	8	0	8
ENSG00000278791	0	0	0
ENSG00000229344	2	0	2
ENSG00000240409	0	0	0
ENSG00000248527	93	2	91
ENSG00000198744	0	0	0
ENSG00000268663	0	0	0
ENSG00000284662	0	0	0
ENSG00000229376	1	1	0
ENSG00000228327	11	0	11
ENSG00000223181	2	0	2
ENSG00000229905	0	0	0
ENSG00000237491	15	4	12
ENSG00000285268	0	0	0
ENSG00000230092	2	0	3
ENSG00000177757	3	1	2
ENSG00000228794	396	2	401
ENSG00000225880	21	3	20
ENSG00000288531	8	0	8
ENSG00000230368	0	0	0
ENSG00000234711	0	0	0
ENSG00000283040	1	0	1
ENSG00000272438	7	0	7
ENSG00000230699	48	1	47
ENSG00000241180	1	0	1
ENSG00000223764	36	29	7
ENSG00000187634	31	588	18
ENSG00000188976	3295	3	3867
ENSG00000187961	1326	54	1272
ENSG00000187583	152	18	168
ENSG00000187642	20	35	19
ENSG00000272512	32	0	32
ENSG00000188290	437	4	433
ENSG00000187608	259	1	258
ENSG00000231702	0	0	0
ENSG00000224969	2	2	0
ENSG00000188157	6760	6	6754
ENSG00000242590	0	0	0
ENSG00000217801	132	63	82
ENSG00000273443	12	21	4
ENSG00000237330	104	8	96
ENSG00000131591	340	29	311
ENSG00000285812	1	1	0
ENSG00000223823	0	0	0
ENSG00000207730	6	0	6
ENSG00000207607	15	0	15
ENSG00000198976	11	0	11
ENSG00000272141	98	0	98
ENSG00000205231	4	6	0
ENSG00000162571	19	0	21
ENSG00000186891	4	0	4
ENSG00000186827	10	0	10
ENSG00000078808	3664	1	3663
ENSG00000176022	1034	3	1031
ENSG00000184163	28	4	24
ENSG00000260179	6	2	4
ENSG00000160087	811	12	799
ENSG00000230415	12	1	11
ENSG00000162572	73	9	64
ENSG00000131584	1970	122	1980
ENSG00000278073	0	0	0
ENSG00000169972	514	174	577
ENSG00000127054	1996	288	1813
ENSG00000283712	0	0	0
ENSG00000240731	31	20	11
ENSG00000224051	962	29	933
ENSG00000169962	205	162	65
ENSG00000107404	3817	22	3817
ENSG00000284372	0	0	0
ENSG00000162576	291	277	14
ENSG00000175756	1747	26	1721
ENSG00000223663	0	0	0
ENSG00000221978	1933	1	1932
ENSG00000224870	719	189	675
ENSG00000242485	913	93	965
ENSG00000264293	0	0	0
ENSG00000272455	105	0	105
ENSG00000235098	8	6	2
ENSG00000225905	1	0	1
ENSG00000205116	0	0	0
ENSG00000225285	5	0	5
ENSG00000179403	1768	4	1764
ENSG00000215915	28	1	27
ENSG00000160072	925	4	921
ENSG00000284740	5	0	5
ENSG00000197785	863	3	860
ENSG00000205090	8	4	4
ENSG00000160075	2525	4	2521
ENSG00000215014	39	8	31
ENSG00000274481	0	0	0
ENSG00000228594	1	0	1
ENSG00000286989	2	1	1
ENSG00000272106	150	7	178
ENSG00000197530	2766	162	2639
ENSG00000189409	3	0	3
ENSG00000248333	444	8	436
ENSG00000272004	0	32	2
ENSG00000189339	1083	17	1100
ENSG00000269737	11	11	0
ENSG00000215914	0	0	0
ENSG00000008128	44	2	42
ENSG00000268575	41	0	60
ENSG00000227775	4	104	2
ENSG00000215790	147	4	226
ENSG00000008130	2323	19	2304
ENSG00000078369	4456	4	4452
ENSG00000231050	12	1	11
ENSG00000169885	25	3	22
ENSG00000178821	468	1	467
ENSG00000142609	28	22	6
ENSG00000233542	2	2	0
ENSG00000187730	0	0	0
ENSG00000226969	10	0	10
ENSG00000067606	834	87	1217
ENSG00000271806	9	111	0
ENSG00000182873	23	10	13
ENSG00000162585	699	421	646
ENSG00000234396	0	0	0
ENSG00000157933	2311	9	2302
ENSG00000287356	37	10	30
ENSG00000116151	187	4	186
ENSG00000272161	0	0	0
ENSG00000269896	23	0	23
ENSG00000272420	2	0	2
ENSG00000157916	1423	313	1695
ENSG00000157911	557	290	852
ENSG00000149527	207	24	183
ENSG00000224387	2	2	0
ENSG00000229393	2	2	0
ENSG00000157881	670	6	664
ENSG00000197921	4	4	0
ENSG00000272449	54	3	51
ENSG00000238164	28	38	34
ENSG00000157873	288	12	320
ENSG00000225931	2	1	1
ENSG00000228037	1	1	0
ENSG00000157870	734	0	816
ENSG00000142606	4	86	0
ENSG00000237058	0	1	0
ENSG00000215912	29	0	30
ENSG00000285945	0	0	0
ENSG00000283259	0	0	0
ENSG00000233234	0	0	0
ENSG00000287396	7	0	7
ENSG00000231630	3	3	0
ENSG00000284745	1	0	1
ENSG00000169717	0	0	0
ENSG00000177133	64	0	64
ENSG00000142611	244	1	243
ENSG00000283572	1	0	1
ENSG00000226286	4	4	0
ENSG00000279839	7	0	7
ENSG00000272235	15	8	7
ENSG00000287828	28	11	17
ENSG00000286518	1	1	0
ENSG00000130762	2686	24	2662
ENSG00000272088	3	2	1
ENSG00000162591	1515	9	1506
ENSG00000207776	0	0	0
ENSG00000238260	4	0	4
ENSG00000158109	1214	6	1208
ENSG00000116213	1447	7	1440
ENSG00000078900	319	0	357
ENSG00000227589	3	3	0
ENSG00000235131	0	0	0
ENSG00000227372	2	39	1
ENSG00000276189	0	0	0
ENSG00000162592	2	2	0
ENSG00000235169	34	3	31
ENSG00000130764	1661	9	1831
ENSG00000266075	1	1	0
ENSG00000272153	5	184	0
ENSG00000116198	1092	0	1092
ENSG00000169598	309	2	307
ENSG00000198912	460	0	460
ENSG00000236423	22	0	22
ENSG00000233304	0	0	0
ENSG00000226374	0	0	0
ENSG00000284668	0	0	0
ENSG00000284703	0	0	0
ENSG00000229280	0	0	0
ENSG00000235054	1	0	1
ENSG00000284694	0	0	0
ENSG00000227169	0	0	0
ENSG00000232596	0	0	0
ENSG00000196581	2	0	2
ENSG00000287586	0	0	0
ENSG00000284739	0	0	0
ENSG00000284674	0	0	0
ENSG00000231510	0	0	0
ENSG00000284616	0	0	0
ENSG00000284692	0	0	0
ENSG00000284666	0	0	0
ENSG00000260972	0	0	0
ENSG00000283356	0	0	0
ENSG00000236948	1	0	1
ENSG00000264341	0	0	0
ENSG00000264101	0	0	0
ENSG00000131697	327	2	326
ENSG00000069424	737	9	729
ENSG00000116254	107	6	101
ENSG00000285629	1	0	1
ENSG00000116251	1078	39	1078
ENSG00000226944	23	3	24
ENSG00000158286	811	60	839
ENSG00000116237	3428	30	3535
ENSG00000225077	28	98	23
ENSG00000173673	1	0	1
ENSG00000158292	524	2	522
ENSG00000097021	2155	17	2167
ENSG00000271746	0	14	15
ENSG00000069812	501	2	499
ENSG00000187017	21	14	21
ENSG00000265392	0	0	0
ENSG00000231868	1	0	1
ENSG00000215788	174	2	186
ENSG00000171680	1562	1	1561
ENSG00000162408	1481	0	1481
ENSG00000253022	0	0	0
ENSG00000229519	20	12	8
ENSG00000173662	17	5	12
ENSG00000204859	416	33	383
ENSG00000162413	3485	8	3477
ENSG00000116273	942	1	941
ENSG00000041988	537	646	563
ENSG00000007923	1401	33	2040
